,ALB,HP;HPR,SERPINA1,A2M,IGHG1,IGHG2,IGHG3,APOA1,FGA,FGB,FGG,ORM1,TF,ANXA2;ANXA2P2,QSOX1,NRP1,FCN3,ATRN,APOM,CP,F13A1,PGK1,F2,C1R,F10,CFD,PLG,F12,CFB,CA1,CA2,SERPINC1,SERPINA3,AGT,C3,C5,CST3,KNG1,HBZ,HBD,HBE1,COL1A1,SPTA1,APOE,APOA2,APOC1,APOC2,APOC3,SLC4A1,CRP,APCS,C1QA,C1QB,C1QC,C9,APOH,LRG1,FN1,RBP4,AMBP,AHSG,TTR,AFP,GC,PPBP,PF4;PF4V1,TFRC,LTF,HPX,KLKB1,C4BPA,VTN,CAT,ANXA1,APOB,LCAT,HRG,A1BG,VWF,SHBG,GAPDH,APOD,S100A8,SERPINA5,SERPING1,CFI,F13B,MPO,CLEC3B,SERPINA7,SERPIND1,BCHE,GSN,C2,S100A9,APOA4,LDHB,PROS1,C8A,C8B,GP1BA,C8G,BPGM,SFTPB,SERPINA6,SOD3,ITGA2B,LPA,CD14,CFH,SERPINF2,ENO2,SPARC,C1S,C4A,C4B,SAA1,SAA2,SPP1,PTPRF,C7,CLU,MBL2,CETP,COL11A1,COL6A1,COL6A3,F5,ACE,NCAM1,ICAM2,C6,LCP1,COL11A2,SELL,NID1,HSP90B1,CD44,IGFBP2,LBP,VCAM1,ITIH2,ITIH1,PZP,OGN,C4BPB,COL5A1,TNXB,GPX3,CPN2,FBLN1,IGFBP6,TNC,AZGP1,MSN,MST1;MST1L,PON1,SERPINA4,BLVRB,S100A7,PRDX2,CDH5,PRSS3,THBS4,SAA4,IGFALS,SERPINF1,CFHR2,PTGDS,MCAM,BTD,AFM,MASP1,COMP,LUM,PLTP,TPI1,ACTG1;ACTB;POTEE;POTEF,LYZ,B2M,HIST1H4A,PPIA,YWHAZ,HBB,HBG1,HBG2,HBA1,LCN2,S100A12,FBLN2,HSPG2,NFKB2,TAGLN,CFHR1,HGFAC,ITIH3,LRP1,LGALS3BP,EFEMP1,MMRN1,SELENBP1,ENPP2,DAG1,HABP2,ITIH4,LTBP1,FCN2,TGFBI,ADIPOQ,ECM1,HAGH,HBM,VASN,PI16,CD109,LILRA3,GGH,PRG4,CPB2,CEP63,PGLYRP2,COL12A1,CD93,C1RL,FETUB,SERPINA10,PROCR,FCGBP,IGHG4,IGHA1,POLRMT,CHL1,ADAM10,APOL1,CD5L,CLPX,LDHA,SOD1,F9,LDLR,PROC,HSPB1,PTMA,S100A6,ENO1,LAMB1,THBS1,PLEK,LTA4H,,IGLC6;IGLC1;IGLL5,CHGA,SLC2A1,PSG1,ANXA3,PRG2,CD99,JUP,ANPEP,CPN1,DSP,VCL,ORM2,CFL1,STOM,CFP,TKT,CASP14,YWHAB,SFN,S100A11,LSP1,MYH9,GP5,IQGAP1,LGALS7,PGD,RAD23A,DEFA3;DEFA1,ACTG1;ACTB,YWHAE,TUBA1C;TUBA1B;TUBA4A;TUBA1A;TUBA8,GPLD1,PSG9,PSG4;PSG5,FABP5,CAP1,PSG7,PAPPA,SPARCL1,EEF1A1P5;EEF1A1;EEF1A2,CCDC80,CD163,SAMD9L,SYNE1,DNAH3,TTN,NRCAM,CNDP1,GSDMA,C5orf42,PLCB1,CALML5,LNPEP,MINPP1,COG5,MACF1,MYH15,TLN1,HP,MASP2,IGHM,ALDOA,IGLC6;IGLC1;IGLL5;IGLC7,PSG1;PSG7,TNXB;TNXA,S100P,CORO1A,ACTG1;ACTB;ACTC1,GOLGB1,POSTN,CROCC,CLIC1,PLXNB1,ACTN4,CALU,WDR1,FLNB,SDPR,ALDH1A1,PNP,AK1,TIMP1,FTL,F11,EIF2S1,FABP3,ITGB1,GPI,ITGAV,P4HB,CAPN1,TUBB;TUBB4B;TUBB4A;TUBB2B;TUBB2A,DCN,PFN1,HSP90AB3P;HSP90AB1;HSP90AA1;HSP90AA2P;HSP90AA4P;HSP90AB4P,COL1A2,ANXA6,HMBS,ANXA5,IGFBP1,GSTP1,LGALS1,PAEP,ANXA4,UBA52;RPS27A;UBB;UBC,CSH2;CSH1,GAA,TPR,CKB,ACTN1,RNH1,VCAN,EEF2,HSD17B1,PKM,MMP9,GLUL,AKR1B1,EZR,CBR1,CAPN2,IGFBP3,PGAM1;PGAM4,RASA1,FLNA,ACO1,TGM2,PAICS,UBA1,EEF1B2;EEF1D,YWHAQ,CALR,LAP3,SERPINB3;SERPINB4,MARCKS,PRDX6,PEBP1,PDIA3,PPP2R1A;PPP2R1B,SERPINB1,MAN1A1,GLRX,PGM1,TAGLN2,TALDO1,MNDA,GDI2,ARHGDIB,CAPZA1,VCP,NPEPPS;NPEPPSL1,ARF1;ARF3;ARF5;ARF4,YWHAG,TUBA1C;TUBA1B;TUBA1A;TUBA4A;TUBA8;TUBA3E,DCD,CLTC,AKAP12,PSME1,AHNAK,CNTN1,IQGAP2,COTL1,DSG2,DYNC1H1,FLNC,KPNB1,PGM5,ZYX,DDB1,DPYSL2,UGP2,GRIPAP1,ZFHX4,FERMT3,CAND1,PGM2,PARK7,COLEC11,ACTR3C;ACTR3B;ACTR3,TUBB1,RETN,CRTAC1,ABRACL,PSME2,CORO1C,CLIC4;CLIC2;CLIC5;CLIC6,ga_cat,epoch,sample_type,GA_wks,batch
PC,31.61855134895715,22.1849,28.621516054839503,27.24902487836891,27.83893958425126,,,31.58704840778067,25.843457231310083,,24.838392525427736,23.614279999999997,25.327098407780674,,,,24.751827819545387,23.22740429013362,,29.60828664307479,22.948742525427733,,28.708866054839493,26.150283701898324,,,28.973286643074793,26.076151348957143,28.52157781954539,,,29.063448407780683,29.81839840778067,30.187968996015965,32.94297487836891,27.47228958425126,,29.02436017248656,22.80906017248656,24.360263113663034,25.904901348957143,22.7069,,28.221383701898322,30.00160134895715,,24.514118996015974,24.412730760721864,,23.56733664307479,,24.190218996015965,24.817310172486565,23.905904290133623,,30.26933370189833,25.781463113663026,28.89286605,25.051283701898324,27.230989584251265,30.385483701898323,30.46499840778068,31.49917193719244,31.12330723131009,25.270933701898322,,,,29.635630760721853,23.4173,25.471613113663032,28.071542525427734,,,30.943892525427728,,24.043,29.058930760721854,23.644345466604204,,23.318030760721854,,,23.020639584251267,29.30596899601596,26.283074878368915,22.955763113663036,,24.96833076072185,26.042527819545388,25.474307231310085,23.3115,27.797407231310093,25.45450723131008,25.099992525427734,28.45655134895715,,21.8349,21.387992525427737,,,,22.05838,,27.459727819545375,,,,,29.607566054839506,28.67355134895715,20.2514,18.7727,25.405921937192446,26.23198076072185,31.04497781954538,25.96778370189832,,,,27.548383701898317,27.750624878368917,,,,,22.204239584251265,,,,,25.398710172486556,,22.943180994790115,,,,,,25.433971937192435,,29.93312193719244,29.133068996015965,,20.45545,,22.703,22.907107917867044,,26.472777819545378,25.56901311366303,,22.712939584251266,27.420863113663035,,,24.585421937192447,24.918386643074797,,,25.038868996015964,22.624816054839496,,21.36911311366303,,23.265218996015967,26.595007231310092,,,,,28.40531605483951,21.8788425,22.245895466604207,26.698901348957147,,,24.490462500000003,,25.04251311366303,,,,29.920595466604208,32.246092499999996,27.463284840943963,31.227342525427737,,,,,23.4686875,21.5568,21.1214,,26.23992193719245,,26.077007231310084,19.887904290133623,,,,,,28.47123076072186,,,23.58154547,,24.472292525427733,,,23.43928370189832,,20.7467,,22.8414,,22.886280760721856,,26.366621937192438,,,22.777119456328577,20.6409,,,22.6784,,,22.480162586454302,,,,,21.82388259,,,,,,,,24.84760176402089,,17.21256259,23.55640365914128,,,,25.70762259,,,,,,,,,,,,,22.288783659141274,,,,,,,,,,,,,,,,24.02583259,,,,,,,,,,,,22.71356259,,,,22.595212586454302,25.083363302482418,,,,,,,,,,24.99996259,18.33708259,21.83406259,21.773542499999998,21.14603,21.986105,,24.991417499999997,,20.49583,,,,22.94683,22.8785175,,,,,,,21.97426,,,21.25046,,,,,,,18.954497500000002,,,,,,,,,,,,,,,,,,22.8473975,,,,,,,19.85316,,,21.70166,,,,,,,,,,,24.72496,,,,,,,,,,20.11406,,,,,20.250172499999998,,,,,,,20.66761,,,,19.9281725,,,,,,,,,,,,,,,,,,,,19.76246,,,,,,,,,,,19.97896,,,,,pooled_control,pooled_control,,1
BP137,32.15885,,28.8491,27.1835,27.990699999999997,21.38,24.3032,31.87915,27.7636,22.98515,24.42475,20.3488,25.09955,15.84565,23.481,21.04185,25.19815,22.722450000000002,21.608199999999997,26.631149999999998,20.664299999999997,,28.825400000000002,25.86635,23.53595,22.689999999999998,28.53365,26.495649999999998,27.9388,,,28.46865,27.496299999999998,30.27215,32.606300000000005,27.405250000000002,22.505499999999998,29.403,22.34915,21.0538,25.24825,24.059600000000003,,28.698050000000002,30.208849999999998,24.101550000000003,25.8563,24.71915,18.1569,,18.2987,24.8082,24.4311,24.1329,20.4376,30.711599999999997,22.8583,28.74025,26.3001,27.999200000000002,29.867350000000002,31.28065,32.5132,31.450699999999998,27.2292,25.65365,22.8592,20.0978,28.369500000000002,23.74745,25.552300000000002,28.7457,21.73095,,31.570349999999998,21.2318,23.4284,28.71635,24.2364,22.47155,21.44195,20.82085,18.0637,24.748,29.0186,26.2087,23.6799,,25.18475,26.33765,25.7621,23.805799999999998,28.1542,25.5056,,28.151,20.661450000000002,23.261850000000003,19.70275,23.7787,21.5415,21.4491,20.7812,20.686950000000003,27.941,,,,22.63955,29.590049999999998,28.6182,20.9362,21.6892,25.7538,25.42505,30.54985,,,20.8906,18.9406,27.125149999999998,27.99565,21.65175,22.4073,22.33255,19.43935,22.990699999999997,23.6705,20.9149,18.9184,22.047449999999998,24.39565,20.79685,23.11625,19.574849999999998,20.38605,17.78905,20.0566,,18.8793,23.085099999999997,30.48735,29.65965,17.2826,21.93255,20.800150000000002,25.172649999999997,22.51145,22.0494,26.3903,26.2609,19.8157,23.42085,27.05905,18.36755,22.6464,25.319699999999997,25.688299999999998,22.224899999999998,,23.780450000000002,25.27615,20.292749999999998,23.15445,21.404049999999998,24.469549999999998,26.80055,,24.3659,,22.660400000000003,27.906,21.39695,22.955599999999997,27.46035,21.24235,,23.2772,23.13835,26.2075,,20.990949999999998,19.4049,28.6884,31.05285,23.69845,29.60885,,,17.6489,23.32435,21.96615,22.05025,21.6537,21.555799999999998,25.83735,20.35085,27.6068,18.97485,18.613599999999998,22.06805,18.11845,23.31825,24.8241,27.59,20.78145,,24.88965,20.146050000000002,26.079,,20.6896,24.91105,22.6239,20.736199999999997,18.6323,23.6692,21.118850000000002,22.7636,,25.92715,19.67565,23.2668,22.64125,23.01165,21.71105,22.100299999999997,23.2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<28,,PS,27.86,1
BP1048,31.83165,22.48245,29.21425,28.019350000000003,28.20775,22.611,24.393,31.926099999999998,25.4891,24.70995,26.33905,23.5941,25.15635,15.30205,23.5958,20.4498,24.5141,23.13535,21.04515,29.8944,23.269799999999996,,28.996450000000003,26.382350000000002,24.26665,22.6495,28.93375,26.20345,28.9067,,,28.417,30.69725,30.623199999999997,33.23355,27.750300000000003,21.6865,29.5847,19.627850000000002,22.024749999999997,24.7318,21.2748,,27.010199999999998,29.86275,22.5993,23.700000000000003,22.35185,,25.15345,23.83885,24.5758,25.583550000000002,23.8793,22.62775,31.1512,26.36855,29.5457,25.430750000000003,27.625,30.29135,30.59565,30.811149999999998,31.5392,25.57845,23.34305,22.277250000000002,21.0423,31.18605,23.66605,27.450400000000002,29.20085,,20.8896,29.158549999999998,21.3975,22.862949999999998,29.426450000000003,25.2012,23.5407,,19.4115,18.9352,23.9089,29.4824,26.79855,24.07795,,25.9133,27.0458,23.7926,23.78295,27.861800000000002,25.9744,23.778599999999997,28.55975,19.626150000000003,24.392,20.59875,24.1175,21.278950000000002,24.25595,20.4388,20.4532,28.6708,,,,24.111,29.708750000000002,28.314149999999998,,20.49605,25.749450000000003,27.779449999999997,31.86015,28.8726,23.61755,21.41875,18.4202,27.56045,27.7782,,21.7691,19.6768,19.27,22.94435,23.6814,19.4555,18.602899999999998,21.688499999999998,25.270699999999998,21.972450000000002,21.54915,20.2138,20.342399999999998,17.0592,20.1872,20.689549999999997,26.570349999999998,22.123,30.14425,29.365450000000003,17.53295,21.274250000000002,,23.4388,22.52035,23.163800000000002,26.6924,25.878100000000003,,22.747,27.5285,,22.22555,24.78585,24.76815,22.13275,,23.39715,23.474449999999997,20.07985,22.016399999999997,22.1978,23.553350000000002,26.89835,,24.0664,,20.923099999999998,27.84205,20.757199999999997,22.71855,27.01025,20.9145,,21.9273,24.867350000000002,26.1997,,20.1531,19.70345,27.8243,30.37295,21.90865,28.8579,23.6003,,16.171,22.5616,22.90365,21.4606,21.9782,22.0753,26.557850000000002,21.188,26.442500000000003,19.0405,17.7618,20.7739,17.37025,22.0284,24.99815,28.271250000000002,,22.1735,25.08,21.018,25.70775,,21.1882,24.2757,21.494500000000002,20.8776,20.91015,23.832,21.99935,22.83265,,27.3313,,22.16395,23.3305,21.8957,22.988,22.10015,22.930149999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32-36,,PS,34,1
NU1189,31.599899999999998,,28.9419,27.6493,28.1643,21.56225,23.756549999999997,31.8324,23.7118,22.54365,24.0584,23.31365,25.56335,,22.5852,20.9147,24.33285,23.8032,22.1886,29.548949999999998,23.783949999999997,22.935049999999997,29.47155,26.028,24.2447,23.1439,29.531100000000002,26.7266,27.81405,18.8501,20.235599999999998,28.7205,27.76065,30.0261,32.6586,27.007550000000002,21.6782,29.3413,26.20305,24.6038,24.51415,22.6101,23.0276,27.67155,29.42875,22.7989,23.021549999999998,25.29375,20.9202,,22.8634,22.65415,25.5209,24.39585,21.319200000000002,30.75155,24.87345,28.6724,24.52735,26.8893,30.4614,30.534799999999997,31.328699999999998,30.7881,25.1648,22.80995,25.6166,21.357599999999998,27.16375,24.055149999999998,26.20085,27.928800000000003,22.3728,21.3382,31.310299999999998,,22.487000000000002,29.0066,24.11365,23.063000000000002,22.4133,22.722450000000002,,23.734949999999998,28.86565,26.3464,24.85575,,25.6929,26.17825,25.45645,22.817749999999997,27.8447,25.359949999999998,22.2549,29.6968,20.2917,22.88985,22.143700000000003,22.44875,22.146,23.6479,22.16055,20.3271,27.85275,,22.08125,,21.545299999999997,29.49225,27.445549999999997,20.1257,21.4944,24.658549999999998,26.62755,30.82555,22.6059,,,20.724899999999998,28.7066,29.273699999999998,,20.44245,,,21.6924,23.787550000000003,,18.9961,20.95355,25.86825,21.098,24.144150000000003,19.6005,21.0119,16.6391,20.4497,19.83815,23.25175,21.9195,29.81375,29.14295,18.6706,20.894750000000002,,21.6765,23.491149999999998,23.961199999999998,27.3838,25.9329,20.2565,21.31605,28.7145,,22.0452,20.85,25.396549999999998,23.2472,,24.7393,25.06435,22.474899999999998,21.04755,,22.1586,26.336799999999997,,23.070500000000003,14.9871,22.1304,28.069499999999998,23.7695,23.336100000000002,26.927,20.66545,21.425849999999997,23.814999999999998,22.9388,24.87325,,20.0284,21.2437,29.8738,32.41875,24.1433,30.327599999999997,,,15.85305,22.395200000000003,22.0047,22.0166,21.375,22.693550000000002,26.54795,20.1426,27.1231,20.061,23.0908,23.4687,,22.73805,24.6969,27.93895,,,24.438,21.46875,25.398400000000002,12.7835,23.05255,23.988999999999997,21.7078,21.6156,,21.8407,20.81095,23.719,,26.156,,,22.772550000000003,20.4214,22.0442,21.85745,24.8384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28- <32,2,Control,29.57142857,1
NU057,31.940350000000002,,28.2033,27.8355,28.52385,23.73475,24.35645,31.756700000000002,24.2411,24.497149999999998,25.0556,22.926650000000002,25.262,,22.059350000000002,,24.56225,24.335749999999997,20.93105,29.69925,23.444499999999998,,28.949550000000002,26.11545,23.5997,23.0927,29.8157,26.568550000000002,28.5285,19.8978,18.788800000000002,28.58985,28.9473,29.93555,33.195,27.569699999999997,21.280949999999997,29.3983,20.56185,24.6759,24.694699999999997,21.7172,,27.3417,28.8549,23.461350000000003,23.552950000000003,24.3703,19.1503,,23.5921,24.92405,25.50695,24.872149999999998,21.98715,29.9086,25.34905,28.2417,25.6736,27.57645,29.9355,30.671300000000002,29.77795,31.1081,21.6998,,23.208599999999997,,30.964100000000002,24.25625,26.33885,28.355649999999997,21.4138,19.7192,30.8047,20.7663,24.6647,29.231099999999998,21.77985,24.11155,20.36385,21.853,18.57605,23.776,29.22765,26.8944,24.33505,,25.33945,27.169150000000002,25.72585,23.9655,27.59285,25.862900000000003,24.60735,28.09615,19.31165,23.5447,21.17165,23.7104,20.1616,24.623399999999997,20.17275,,28.1657,,,,21.344700000000003,29.82445,28.1836,,,26.16305,27.37505,31.35735,18.845399999999998,,,,27.94595,27.5137,21.75595,20.4439,,18.109,21.30575,23.502299999999998,19.9205,17.58155,20.2776,25.9953,20.4356,21.42175,18.679499999999997,,16.9757,,20.61945,22.80875,21.135350000000003,29.88835,29.2606,,19.80945,20.5995,20.8875,21.2441,24.3153,27.2222,25.205350000000003,19.752,21.5098,27.5371,,21.4238,24.3981,25.79755,20.9917,,23.11455,23.14295,20.56795,21.127200000000002,22.0368,24.1988,25.96715,,22.4691,,21.0639,28.5119,21.399549999999998,21.646,25.83985,20.204,20.63,21.0605,23.8891,24.6329,,,,29.6934,30.6919,22.58715,29.334049999999998,,,14.1503,19.93555,23.5122,20.5176,22.09905,21.74375,26.27165,19.249,25.5905,18.66865,19.108,21.36935,19.6178,21.868299999999998,24.18425,28.57555,,,23.023650000000004,22.68565,25.49605,,,22.8188,20.9106,18.6612,,23.3994,21.4374,22.997349999999997,,27.483800000000002,,,23.72715,20.4726,21.692050000000002,,21.43575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>=37,4,Control,39.28571429,1
BP927,31.537100000000002,23.12245,29.0659,28.11845,28.0633,21.2074,24.8452,31.8585,25.8876,26.238999999999997,26.9464,23.521900000000002,25.51585,15.29815,22.41375,21.54235,24.805950000000003,22.121899999999997,21.761899999999997,30.85535,22.806150000000002,21.5307,28.931150000000002,26.0839,24.566699999999997,21.81795,29.01865,25.324800000000003,29.0223,,,28.17235,29.9244,30.68985,33.2496,28.0768,21.8144,29.2701,20.5044,,23.6616,22.53895,,28.9563,29.6663,24.41515,24.809800000000003,23.9599,19.97475,20.4684,23.64165,24.456400000000002,25.4388,23.7785,24.772100000000002,30.5989,26.6899,27.6316,24.96125,27.56395,30.52245,29.9938,31.320700000000002,31.490850000000002,23.3505,20.3287,23.0718,20.8375,30.888849999999998,24.157400000000003,27.653100000000002,28.42825,21.954949999999997,,30.7861,20.2511,23.59185,29.198700000000002,24.22195,23.2887,21.9516,20.8474,,23.72245,29.38485,26.8086,24.33905,18.5395,25.139049999999997,26.831699999999998,25.5265,22.64845,26.95525,25.71275,23.029649999999997,29.0068,17.3225,23.64875,22.5243,24.7046,21.0249,25.5166,19.1569,20.821,27.36405,,,20.74765,23.04505,29.818649999999998,27.7711,21.353749999999998,17.961,25.906149999999997,26.589750000000002,31.2641,23.18775,,,18.9525,27.391199999999998,27.75205,22.1729,21.961100000000002,20.9214,18.6519,22.322850000000003,23.31315,20.2236,18.040399999999998,20.59635,25.365049999999997,21.4162,21.743850000000002,19.26965,,17.7603,20.44975,21.27015,26.932299999999998,22.15715,29.58915,29.2399,,20.211550000000003,21.7108,24.0627,22.24835,21.3489,26.38955,26.450200000000002,,22.14985,27.484099999999998,17.7601,21.98095,,23.6117,21.5667,,23.15,23.8472,21.02035,21.32975,22.0243,20.35615,26.165399999999998,22.0013,22.8512,,20.9876,26.9434,21.49505,22.17015,26.35205,20.3767,,23.29985,24.988,26.08865,,,19.6076,25.5151,28.664,20.4741,27.01795,22.5342,,15.8535,22.38695,22.5809,21.870350000000002,23.732750000000003,22.0492,27.1289,20.098300000000002,26.06395,19.6477,19.9516,22.4024,18.6655,22.643549999999998,25.0825,29.3024,,21.1218,24.648449999999997,,25.46815,,21.2761,23.9299,21.71435,20.45245,19.41225,22.2365,21.18985,22.3445,21.8529,25.05295,,22.012549999999997,23.345100000000002,20.352400000000003,22.6468,22.553649999999998,24.563299999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28- <32,1,Control,28.86,1
BP431,31.936,22.30375,29.475749999999998,27.72645,28.4133,22.30855,25.484499999999997,31.9809,25.6828,25.861150000000002,26.2849,23.15775,25.2646,16.2536,22.74355,20.788,25.2276,22.45065,21.32625,29.937649999999998,23.90625,22.08735,28.9262,26.23755,24.27015,23.0903,28.83845,25.88595,28.65095,,,28.5109,30.626150000000003,30.855249999999998,32.8444,27.41975,21.47355,29.232,22.587699999999998,22.5799,25.60535,23.402549999999998,,27.62755,29.8128,23.27335,24.2909,24.41985,22.26215,27.54545,23.15755,24.39435,25.0238,24.30095,21.5416,30.724249999999998,27.67605,28.160899999999998,25.16065,27.723100000000002,30.4589,30.8555,32.0683,31.50565,23.52735,20.7806,22.4356,20.94935,30.68955,23.49375,27.325000000000003,28.9558,22.818350000000002,,30.154649999999997,21.0012,23.02915,28.9969,25.879849999999998,22.3571,22.686149999999998,21.784100000000002,17.45925,23.74105,28.8427,26.46185,24.66685,20.221,25.352800000000002,26.40345,25.2119,24.29185,27.1613,25.54755,25.38635,28.3059,18.5991,23.8972,21.1582,24.223399999999998,21.0731,23.1706,21.81655,,28.3061,,,,23.50125,29.5488,28.2245,22.1642,19.6224,25.2209,26.20935,30.45605,28.1723,24.226300000000002,21.73675,19.00045,27.53985,27.981099999999998,,21.2683,20.83785,,22.8232,24.265549999999998,19.7776,18.7633,21.25595,25.181,21.3708,22.2434,19.68085,20.8105,18.0656,20.6525,21.4211,26.91155,22.5323,30.07465,28.928449999999998,21.9926,21.57395,20.75125,23.77345,23.1704,23.12595,26.452199999999998,26.2987,20.406,22.62275,27.482599999999998,17.586750000000002,22.68475,23.912100000000002,25.0985,22.684800000000003,,24.559800000000003,24.273899999999998,20.8238,21.8754,22.47015,23.557299999999998,26.46815,,21.5584,,21.2834,28.910249999999998,19.9187,23.56625,27.23845,21.463,21.4323,24.0302,24.72265,25.71005,,21.0144,,28.4481,31.344949999999997,23.0435,29.5323,22.43325,,17.3962,22.20785,23.10505,,22.06405,21.8703,26.45085,19.9913,27.84205,19.8927,18.49455,21.83765,16.3771,22.4857,24.80065,28.484099999999998,,,24.895000000000003,20.407,25.6802,,21.5386,24.3408,22.2805,20.730150000000002,19.73555,23.05885,22.9381,22.10995,,26.12715,19.44715,22.64645,23.6628,21.1297,22.78415,21.5713,22.9026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28- <32,,PS,30.29,1
BP860,31.51045,,28.700699999999998,28.12505,28.1985,21.164900000000003,25.47335,31.998900000000003,26.0738,24.312399999999997,25.62305,22.477400000000003,24.9013,15.8672,22.210749999999997,20.1161,24.101550000000003,23.0409,21.390050000000002,29.698999999999998,22.893749999999997,22.9023,28.81805,26.6511,24.25545,22.2053,29.49775,25.893050000000002,28.68195,,,28.632849999999998,28.7205,30.22645,33.241550000000004,27.7175,21.337249999999997,29.7397,20.7424,24.1881,25.10615,22.56095,,27.3478,29.759349999999998,23.6357,23.8825,23.72605,20.07975,17.3645,23.6282,24.740250000000003,26.13955,24.5067,24.158099999999997,31.09185,24.761899999999997,27.8831,24.6007,27.005000000000003,30.014699999999998,30.122999999999998,30.15925,31.228099999999998,23.577399999999997,,22.2842,,30.9373,23.737949999999998,24.81745,28.21835,21.955199999999998,,31.30325,,23.255850000000002,29.127049999999997,22.2446,23.1206,21.3823,21.3837,,22.1321,29.1374,26.72475,24.5054,,25.54085,26.49915,25.16235,23.7954,27.323,26.0285,23.9405,29.0165,20.89205,22.86345,21.429650000000002,23.656100000000002,,23.61,20.312350000000002,,27.4335,20.8248,18.8885,,23.1526,29.93245,27.588749999999997,,,26.372300000000003,26.27365,30.82295,22.3605,,,19.6823,28.0215,28.1753,,21.95525,20.6349,18.5146,21.990650000000002,24.2196,,17.8132,20.586199999999998,25.892899999999997,22.49155,22.7862,19.7119,20.5721,,20.4265,20.6407,24.3457,21.892899999999997,29.8289,29.27495,,20.92005,,23.657,22.84685,22.4854,27.152,26.258699999999997,,21.9591,27.38515,,21.6759,25.05075,25.136400000000002,21.9042,,22.959400000000002,24.62775,21.1475,21.0305,21.0139,24.161700000000003,26.1284,21.954,23.57545,,21.18745,27.69745,21.171950000000002,23.1261,26.90485,20.79805,,23.52625,23.72235,25.2941,,20.74195,,28.18105,30.77515,22.4737,29.045,,,15.0307,21.788,24.4787,22.0743,22.14615,21.94995,26.184350000000002,20.0268,26.19195,19.808,19.8829,22.0639,,21.5171,24.0849,28.33655,,,23.66565,21.43715,25.75405,,,23.45115,22.2635,20.8436,,23.0086,20.5265,21.97925,,26.58665,,21.5352,23.316000000000003,22.0461,22.56155,21.2761,23.92445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32-36,3,Control,34.71,1
