genes,pvals,ctrlmean,eosmean,foldchange,pvalcorr,eosfrac,ctrlfrac,totalfrac,idx
C1R,0.5661182821253578,26.333613055944227,26.402277697857148,-0.003756917459331864,0.9756929798946605,1.0,1.0,1.0,0.0
F10,0.7023762367549472,23.8142685495801,23.76680290538462,0.002878391348281502,0.9804001638037805,0.9285714285714286,0.9266666666666666,0.926829268292683,0.0019047619047619646
CFD,0.34350585998677174,22.77472968246766,22.52287125,0.016043174403574213,0.9150071626633693,0.5714285714285714,0.6466666666666666,0.6402439024390244,0.07523809523809522
PLG,0.08954677673922298,28.926143055920594,28.5542419830649,0.01866888400745724,0.7500018274171039,1.0,1.0,1.0,0.0
F12,0.6088653688552585,26.219156029474057,26.158475982034947,0.00334275679615355,0.9756929798946605,0.9285714285714286,0.9933333333333333,0.9878048780487805,0.06476190476190469
CFB,0.014012337839948926,28.436550722469068,28.790324126175307,-0.017837550568746325,0.5215703529314323,1.0,1.0,1.0,0.0
CA1,0.8610788677931259,22.345178084285713,22.120690517999996,0.01456712127251382,1.0,0.35714285714285715,0.4666666666666667,0.4573170731707317,0.10952380952380952
CA2,0.7482432973189276,20.868194468085107,20.266855,0.04218355332621567,0.9823692233632866,0.2857142857142857,0.31333333333333335,0.31097560975609756,0.027619047619047654
SERPINC1,0.08519042948509581,29.10597905596787,28.899895554746738,0.010251268450750086,0.7500018274171039,1.0,1.0,1.0,0.0
SERPINA3,2.065183896453176e-05,28.627233055849683,29.994409840461024,-0.06730541137530395,0.001729591513279535,1.0,1.0,1.0,0.0
AGT,0.009371857452635007,29.983894389206654,30.365799126428577,-0.01825956001822207,0.44851032094753246,1.0,1.0,1.0,0.0
C3,0.8853583161175311,32.93857672249271,32.87226698331817,0.002907264482763991,1.0,1.0,1.0,1.0,0.0
C5,0.17123728215534884,27.50291538925392,27.658613411889586,-0.008144276148405894,0.8160489709364906,1.0,1.0,1.0,0.0
CST3,0.5840113764642066,21.472639607843135,21.57959,-0.0071679036925196065,0.9756929798946605,0.2857142857142857,0.34,0.3353658536585366,0.054285714285714326
KNG1,0.2828250242468422,29.12721472256362,28.929906269285713,0.009806101926355372,0.8692338789100598,1.0,1.0,1.0,0.0
HBZ,0.5304629817956208,22.74639624088793,22.315140706363636,0.02761509080571996,0.9756929798946605,0.7857142857142857,0.86,0.8536585365853658,0.07428571428571429
HBD,0.8760994393309024,24.700110641943642,24.90769641810095,-0.012074096220198532,1.0,0.6428571428571429,0.8066666666666666,0.7926829268292683,0.16380952380952374
HBE1,0.5645704368675121,25.219125022786443,24.911727313871193,0.017693164509480726,0.9756929798946605,0.8571428571428571,0.9933333333333333,0.9817073170731707,0.1361904761904762
COL1A1,0.9900343390795125,23.93659114542484,23.9173759817622,0.0011585924628633032,1.0,0.9285714285714286,0.98,0.975609756097561,0.05142857142857138
SPTA1,0.9370629370629371,22.467167,22.872266666666665,-0.025781126302808384,1.0,0.21428571428571427,0.06666666666666667,0.07926829268292683,0.1476190476190476
APOE,0.20472807043926577,27.968784389301206,27.712445555,0.013283520427709148,0.8160489709364906,1.0,1.0,1.0,0.0
APOA2,0.9601051434101558,29.837486389277558,29.829359840461024,0.00039298647374471767,1.0,1.0,1.0,1.0,0.0
APOC1,0.911601268794873,22.320581284838855,22.282062135881098,0.0024918432960038027,1.0,0.9285714285714286,0.82,0.8292682926829268,0.10857142857142865
APOC2,0.6905350312896112,23.875356747528514,23.603066983064902,0.01654795458206381,0.9756929798946605,1.0,0.9666666666666667,0.9695121951219512,0.033333333333333326
APOC3,0.8529354535573501,24.302497055896954,24.382770555,-0.004757508367609787,1.0,1.0,1.0,1.0,0.0
SLC4A1,0.4801922175339896,20.543345982262235,20.127490863333332,0.02950384470482424,0.9756929798946605,0.21428571428571427,0.52,0.49390243902439024,0.3057142857142857
CRP,0.00033423804411948285,19.71745954952381,23.719732518,-0.2666140580501702,0.02239394895600535,0.7142857142857143,0.28,0.3170731707317073,0.4342857142857143
APCS,0.06291909578106844,21.7626311869467,22.472345431666668,-0.04629771141837096,0.6846886882302049,0.8571428571428571,0.7733333333333333,0.7804878048780488,0.08380952380952378
C1QA,0.8939891545742926,24.320670123314805,24.289038412142855,0.0018776051393372094,1.0,1.0,0.9933333333333333,0.9939024390243902,0.00666666666666671
C1QB,0.629315190510353,25.071645291052445,25.01902412617531,0.0030311561983133346,0.9756929798946605,1.0,0.9933333333333333,0.9939024390243902,0.00666666666666671
C1QC,0.8253387183449716,24.24863972258726,24.271424126175308,-0.001354942507276844,1.0,1.0,1.0,1.0,0.0
C9,0.31574927157605526,22.416077324897717,23.28151659909091,-0.054651203501512584,0.892062333352288,0.7857142857142857,0.6933333333333334,0.7012195121951219,0.09238095238095234
APOH,0.1281977669016352,30.356105055778766,30.097674126175303,0.012334689302804945,0.7915609569470291,1.0,1.0,1.0,0.0
LRG1,7.4488906643060355e-06,24.941948982375205,26.56770984046102,-0.0910996687974803,0.0008317927908475072,1.0,0.9933333333333333,0.9939024390243902,0.00666666666666671
FN1,0.9929568865516767,28.33709705592059,28.249681269032443,0.004457381257371349,1.0,1.0,1.0,1.0,0.0
RBP4,0.6438132412352011,25.286385291147635,25.17064521280417,0.006618618981426141,0.9756929798946605,0.9285714285714286,0.9933333333333333,0.9878048780487805,0.06476190476190469
AMBP,0.7174108572048257,27.387795722516337,27.33452769735062,0.0028087089587892286,0.9819768339768339,1.0,1.0,1.0,0.0
AHSG,0.590253568944181,30.35088172270545,30.192216983571427,0.007561732426887214,0.9756929798946605,1.0,1.0,1.0,0.0
TTR,0.25481664959017214,30.686394389230287,30.453299126428572,0.011000611540505507,0.858974358974359,1.0,1.0,1.0,0.0
AFP,0.060883537944965475,30.69330172268181,31.3824384118896,-0.032033606965549216,0.6846886882302049,1.0,1.0,1.0,0.0
GC,0.8760725750900841,31.077878722516342,31.05856341214286,0.0008969326993722525,1.0,1.0,1.0,1.0,0.0
PPBP,0.2745178327229866,24.40851071014947,24.873374126175303,-0.02721795398841232,0.8636803093780212,1.0,0.9933333333333333,0.9939024390243902,0.00666666666666671
PF4;PF4V1,0.9364690194840009,23.161873680527997,23.11105865240494,0.0031686178009217698,1.0,0.7857142857142857,0.66,0.6707317073170732,0.12571428571428567
TFRC,0.06709158806429376,22.339427650904266,21.77779912642857,0.036734061559004834,0.6846886882302049,1.0,0.88,0.8902439024390244,0.12
LTF,0.4439934366218799,22.07863715661539,22.109281428571425,-0.0020010151048375164,0.9756929798946605,0.5,0.43333333333333335,0.43902439024390244,0.06666666666666665
HPX,0.5308282662571042,29.49089805587332,29.615159840461015,-0.006066116770374766,0.9756929798946605,1.0,1.0,1.0,0.0
KLKB1,0.0026366140551708113,23.834978637589654,22.94398484046102,0.05496435643795401,0.14721095141370363,1.0,0.9866666666666667,0.9878048780487805,0.013333333333333308
C4BPA,0.5384006769543214,25.121871548594026,25.278878765,-0.008988527504360607,0.9756929798946605,0.8571428571428571,0.8733333333333333,0.8719512195121951,0.0161904761904762
VTN,0.3016976205272658,28.01876405594423,28.224299126175307,-0.01054443800826403,0.892062333352288,1.0,1.0,1.0,0.0
CAT,1.0,22.496013295664547,22.668977035290858,-0.011049937018374993,1.0,0.35714285714285715,0.6666666666666666,0.6402439024390244,0.3095238095238095
ANXA1,0.32914925722963795,22.349760851156045,21.825450518,0.034247960162799934,0.9078590785907859,0.35714285714285715,0.4,0.39634146341463417,0.04285714285714287
APOB,0.3853819702967617,31.082294722705445,30.881206268779184,0.009363910336924892,0.9732710486002584,1.0,1.0,1.0,0.0
LCAT,0.84745091569048,21.11204918313635,21.244379999999996,-0.009014623663185518,1.0,0.2857142857142857,0.36,0.35365853658536583,0.07428571428571429
HRG,0.19893768608517282,23.98405309434349,23.405528259,0.035226155334949404,0.8160489709364906,0.7142857142857143,0.9333333333333333,0.9146341463414634,0.21904761904761905
A1BG,0.7086341640821452,29.2281303893012,29.265431269285717,-0.0018399906021466352,0.980960516394705,1.0,1.0,1.0,0.0
VWF,0.23177159010886395,22.725423214292057,23.224736552307697,-0.03135506972138717,0.8379675644926894,0.9285714285714286,0.94,0.9390243902439024,0.011428571428571344
SHBG,0.9602176722629592,22.875543391707065,22.877867314166668,-0.0001465556931838921,1.0,0.8571428571428571,0.96,0.9512195121951219,0.10285714285714287
GAPDH,0.5052794830449505,23.114090959889197,22.664596480537856,0.028332149033841125,0.9756929798946605,0.8571428571428571,0.8533333333333334,0.8536585365853658,0.003809523809523707
APOD,0.42041295262217937,20.71615604665427,20.43241209803786,0.019896802945279193,0.9756929798946605,0.8571428571428571,0.9133333333333333,0.9085365853658537,0.056190476190476235
S100A8,0.13940924316380512,21.055822283487842,20.396550776999998,0.045894016191344686,0.7915609569470291,0.7142857142857143,0.6733333333333333,0.676829268292683,0.04095238095238096
SERPINA5,0.06284265265837932,23.3029464358934,22.82746829,0.029741517007658785,0.6846886882302049,0.9285714285714286,0.9666666666666667,0.9634146341463414,0.03809523809523807
SERPING1,0.964795405846714,29.45416705596787,29.472206268779185,-0.0008833085156622979,1.0,1.0,1.0,1.0,0.0
CFI,0.9554162614497315,26.412463055896957,26.41715984046103,-0.00025652380028740284,1.0,1.0,1.0,1.0,0.0
F13B,0.29526627196939426,23.318044098621414,22.83068367461539,0.03047271902186343,0.8883544365631937,0.9285714285714286,0.9733333333333334,0.9695121951219512,0.04476190476190478
MPO,0.2,18.949749999999998,21.801450000000003,-0.2022452755301523,0.8160489709364906,0.14285714285714285,0.02,0.03048780487804878,0.12285714285714285
CLEC3B,0.31003668787114125,25.127707722587257,24.930309840714283,0.011378254085825514,0.892062333352288,1.0,1.0,1.0,0.0
SERPINA7,0.2828253516453627,26.2922283893012,25.960327697603876,0.01832782767583532,0.8692338789100598,1.0,1.0,1.0,0.0
SERPIND1,0.15355425859488037,25.623351722587262,25.33917769760388,0.016089495969302207,0.8142361111111112,1.0,1.0,1.0,0.0
BCHE,0.9305556553251503,23.437013773225978,23.406160597146815,0.0019004574800930297,1.0,0.9285714285714286,0.9466666666666667,0.9451219512195121,0.018095238095238053
GSN,0.09066343570877486,28.06390272244543,27.691563411889597,0.01926914434385677,0.7500018274171039,1.0,1.0,1.0,0.0
C2,0.6314981505504921,25.59725738920665,25.66377055474674,-0.003743907283148835,0.9756929798946605,1.0,1.0,1.0,0.0
S100A9,0.3132698350382289,24.108988147389194,23.58701982846154,0.031577953862372145,0.892062333352288,0.9285714285714286,0.8533333333333334,0.8597560975609756,0.07523809523809522
APOA4,0.6066028792640796,28.29181105603878,28.080409840714285,0.010820539260246885,0.9756929798946605,1.0,1.0,1.0,0.0
LDHB,0.38640313272786375,21.210385644080237,21.57300269785714,-0.02445614398745991,0.9732710486002584,1.0,0.9666666666666667,0.9695121951219512,0.033333333333333326
PROS1,0.8973672424639292,23.67602466529312,23.65862769760388,0.001060471299100245,1.0,1.0,0.98,0.9817073170731707,0.020000000000000018
C8A,0.2017505396068865,21.488422967266263,21.002352697857145,0.03300865881279379,0.8160489709364906,1.0,0.94,0.9451219512195121,0.06000000000000005
C8B,0.5084659874459572,23.567350194560394,23.575599126428575,-0.000504876907012311,0.9756929798946605,1.0,0.9733333333333334,0.975609756097561,0.026666666666666616
GP1BA,0.34415194774801355,21.226320937978386,20.965636084285716,0.017827735803907698,0.9150071626633693,0.5,0.6733333333333333,0.6585365853658537,0.17333333333333334
C8G,0.5441255080140969,23.56319436068144,23.38269410727273,0.011093968488975326,0.9756929798946605,0.7857142857142857,0.8333333333333334,0.8292682926829268,0.04761904761904767
BPGM,0.55499130783715,21.76085676470588,21.46786333333333,0.01955675034212588,0.9756929798946605,0.42857142857142855,0.4533333333333333,0.45121951219512196,0.024761904761904763
SFTPB,1.0,20.286155555555556,20.42015,-0.009497979052123155,1.0,0.14285714285714285,0.06,0.06707317073170732,0.08285714285714285
